	child	parent
Cell_30303	-1.0	-1.0
Cell_30304	-1.0	-1.0
Cell_30305	-1.0	-1.0
Cell_30306	-1.0	-1.0
Cell_30307	-1.0	-1.0
Cell_30308	-1.0	-1.0
Cell_30309	-1.0	-1.0
Cell_30310	-1.0	-1.0
Cell_30311	-1.0	-1.0
Cell_30312	-1.0	-1.0
Cell_30313	-1.0	-1.0
Cell_30314	-1.0	-1.0
Cell_30315	-1.0	-1.0
Cell_30316	-1.0	-1.0
Cell_30317	-1.0	-1.0
Cell_30318	-1.0	-1.0
Cell_30319	-1.0	-1.0
Cell_30320	-1.0	-1.0
Cell_30321	-1.0	-1.0
Cell_30322	-1.0	-1.0
Cell_30323	-1.0	-1.0
Cell_30324	-1.0	-1.0
Cell_30325	-1.0	-1.0
Cell_30326	-1.0	-1.0
Cell_30327	-1.0	-1.0
Cell_30328	-1.0	-1.0
Cell_30329	-1.0	-1.0
Cell_30330	-1.0	-1.0
Cell_30331	-1.0	-1.0
Cell_30332	-1.0	-1.0
Cell_30333	-1.0	-1.0
Cell_30334	-1.0	-1.0
Cell_30335	-1.0	-1.0
Cell_30336	-1.0	-1.0
Cell_30337	-1.0	-1.0
Cell_30338	-1.0	-1.0
Cell_30339	-1.0	-1.0
Cell_30340	-1.0	-1.0
Cell_30341	-1.0	-1.0
Cell_30342	-1.0	-1.0
Cell_30343	-1.0	-1.0
Cell_30344	-1.0	-1.0
Cell_30345	-1.0	-1.0
Cell_30346	-1.0	-1.0
Cell_30347	-1.0	-1.0
Cell_30348	-1.0	-1.0
Cell_30349	-1.0	-1.0
Cell_30350	-1.0	-1.0
Cell_30351	-1.0	-1.0
Cell_30352	-1.0	-1.0
Cell_30353	-1.0	-1.0
Cell_30354	-1.0	-1.0
Cell_30355	-1.0	-1.0
Cell_30356	-1.0	-1.0
Cell_30357	-1.0	-1.0
Cell_30358	-1.0	-1.0
Cell_30359	-1.0	-1.0
Cell_30360	-1.0	-1.0
Cell_30361	-1.0	-1.0
Cell_30362	-1.0	-1.0
Cell_30363	-1.0	-1.0
Cell_30364	-1.0	-1.0
Cell_30365	-1.0	-1.0
Cell_30366	-1.0	-1.0
Cell_30367	-1.0	-1.0
Cell_30368	-1.0	-1.0
Cell_30369	-1.0	-1.0
Cell_30370	-1.0	-1.0
Cell_30371	-1.0	-1.0
Cell_30372	-1.0	-1.0
Cell_30373	-1.0	-1.0
Cell_30374	-1.0	-1.0
Cell_30375	-1.0	-1.0
Cell_30376	-1.0	-1.0
Cell_30377	-1.0	-1.0
Cell_30378	-1.0	-1.0
Cell_30379	-1.0	-1.0
Cell_30380	-1.0	-1.0
Cell_30381	-1.0	-1.0
Cell_30382	-1.0	-1.0
Cell_30383	-1.0	-1.0
Cell_30384	-1.0	-1.0
Cell_30385	-1.0	-1.0
Cell_30386	-1.0	-1.0
Cell_30387	-1.0	-1.0
Cell_30388	-1.0	-1.0
Cell_30389	-1.0	-1.0
Cell_30390	-1.0	-1.0
Cell_30391	-1.0	-1.0
Cell_30392	-1.0	-1.0
Cell_30393	-1.0	-1.0
Cell_30394	-1.0	-1.0
Cell_30395	-1.0	-1.0
Cell_30396	-1.0	-1.0
Cell_30397	-1.0	-1.0
Cell_30398	-1.0	-1.0
Cell_30399	-1.0	-1.0
Cell_30400	-1.0	-1.0
Cell_30401	-1.0	-1.0
Cell_30402	-1.0	-1.0
Cell_30403	-1.0	-1.0
Cell_30404	-1.0	-1.0
Cell_30405	-1.0	-1.0
Cell_30406	-1.0	-1.0
Cell_30407	-1.0	-1.0
Cell_30408	-1.0	-1.0
Cell_30409	-1.0	-1.0
Cell_30410	-1.0	-1.0
Cell_30411	-1.0	-1.0
Cell_30412	-1.0	-1.0
Cell_30413	-1.0	-1.0
Cell_30414	-1.0	-1.0
Cell_30415	-1.0	-1.0
Cell_30416	-1.0	-1.0
Cell_30417	-1.0	-1.0
Cell_30418	-1.0	-1.0
Cell_30419	-1.0	-1.0
Cell_30420	-1.0	-1.0
Cell_30421	-1.0	-1.0
Cell_30422	-1.0	-1.0
Cell_30423	-1.0	-1.0
Cell_30424	-1.0	-1.0
Cell_30425	-1.0	-1.0
Cell_30426	-1.0	-1.0
Cell_30427	-1.0	-1.0
Cell_30428	-1.0	-1.0
Cell_30429	-1.0	-1.0
Cell_30430	-1.0	-1.0
Cell_30431	-1.0	-1.0
Cell_30432	-1.0	-1.0
Cell_30433	-1.0	-1.0
Cell_30434	-1.0	-1.0
Cell_30435	-1.0	-1.0
Cell_30436	-1.0	-1.0
Cell_30437	-1.0	-1.0
Cell_30438	-1.0	-1.0
Cell_30439	-1.0	-1.0
Cell_30440	-1.0	-1.0
Cell_30441	-1.0	-1.0
Cell_30442	-1.0	-1.0
Cell_30443	-1.0	-1.0
Cell_30444	-1.0	-1.0
Cell_30445	-1.0	-1.0
Cell_30446	-1.0	-1.0
Cell_30447	-1.0	-1.0
Cell_30448	-1.0	-1.0
Cell_30449	-1.0	-1.0
Cell_30450	-1.0	-1.0
Cell_30451	-1.0	-1.0
Cell_30452	-1.0	-1.0
Cell_30453	-1.0	-1.0
Cell_30454	-1.0	-1.0
Cell_30455	-1.0	-1.0
Cell_30456	-1.0	-1.0
Cell_30457	-1.0	-1.0
Cell_30458	-1.0	-1.0
Cell_30459	-1.0	-1.0
Cell_30460	-1.0	-1.0
Cell_30461	-1.0	-1.0
Cell_30462	-1.0	-1.0
Cell_30463	-1.0	-1.0
Cell_30464	-1.0	-1.0
Cell_30465	-1.0	-1.0
Cell_30466	-1.0	-1.0
Cell_30467	-1.0	-1.0
Cell_30468	-1.0	-1.0
Cell_30469	-1.0	-1.0
Cell_30470	-1.0	-1.0
Cell_30471	-1.0	-1.0
Cell_30472	-1.0	-1.0
Cell_30473	-1.0	-1.0
Cell_30474	-1.0	-1.0
Cell_30475	-1.0	-1.0
Cell_30476	-1.0	-1.0
Cell_30477	-1.0	-1.0
Cell_30478	-1.0	-1.0
Cell_30479	-1.0	-1.0
Cell_30480	-1.0	-1.0
Cell_30481	-1.0	-1.0
Cell_30482	-1.0	-1.0
Cell_30483	-1.0	-1.0
Cell_30484	-1.0	-1.0
Cell_30485	-1.0	-1.0
Cell_30486	-1.0	-1.0
Cell_30487	-1.0	-1.0
Cell_30488	-1.0	-1.0
Cell_30489	-1.0	-1.0
Cell_30490	-1.0	-1.0
Cell_30491	-1.0	-1.0
Cell_30492	-1.0	-1.0
Cell_30493	-1.0	-1.0
Cell_30494	-1.0	-1.0
Cell_30495	-1.0	-1.0
Cell_30496	-1.0	-1.0
Cell_30497	-1.0	-1.0
Cell_30498	-1.0	-1.0
Cell_30499	-1.0	-1.0
Cell_30500	-1.0	-1.0
Cell_30501	-1.0	-1.0
Cell_30502	-1.0	-1.0
Cell_30503	-1.0	-1.0
Cell_30504	-1.0	-1.0
Cell_30505	-1.0	-1.0
Cell_30506	-1.0	-1.0
Cell_30507	-1.0	-1.0
Cell_30508	-1.0	-1.0
Cell_30509	-1.0	-1.0
Cell_30510	-1.0	-1.0
Cell_30511	-1.0	-1.0
Cell_30512	-1.0	-1.0
Cell_30513	-1.0	-1.0
Cell_30514	-1.0	-1.0
Cell_30515	-1.0	-1.0
Cell_30516	-1.0	-1.0
Cell_30517	-1.0	-1.0
Cell_30518	-1.0	-1.0
Cell_30519	-1.0	-1.0
Cell_30520	-1.0	-1.0
Cell_30521	-1.0	-1.0
Cell_30522	-1.0	-1.0
Cell_30523	-1.0	-1.0
Cell_30524	-1.0	-1.0
Cell_30525	-1.0	-1.0
Cell_30526	-1.0	-1.0
Cell_30527	-1.0	-1.0
Cell_30528	-1.0	-1.0
Cell_30529	-1.0	-1.0
Cell_30530	-1.0	-1.0
Cell_30531	-1.0	-1.0
Cell_30532	-1.0	-1.0
Cell_30533	-1.0	-1.0
Cell_30534	-1.0	-1.0
Cell_30535	-1.0	-1.0
Cell_30536	-1.0	-1.0
Cell_30537	-1.0	-1.0
Cell_30538	-1.0	-1.0
Cell_30539	-1.0	-1.0
Cell_30540	-1.0	-1.0
Cell_30541	-1.0	-1.0
Cell_30542	-1.0	-1.0
Cell_30543	-1.0	-1.0
Cell_30544	-1.0	-1.0
Cell_30545	-1.0	-1.0
Cell_30546	-1.0	-1.0
Cell_30547	-1.0	-1.0
Cell_30548	-1.0	-1.0
Cell_30549	-1.0	-1.0
Cell_30550	-1.0	-1.0
Cell_30551	-1.0	-1.0
Cell_30552	-1.0	-1.0
Cell_30553	-1.0	-1.0
Cell_30554	-1.0	-1.0
Cell_30555	-1.0	-1.0
Cell_30556	-1.0	-1.0
Cell_30557	-1.0	-1.0
Cell_30558	-1.0	-1.0
Cell_30559	-1.0	-1.0
Cell_30560	-1.0	-1.0
Cell_30561	-1.0	-1.0
Cell_30562	-1.0	-1.0
Cell_30563	-1.0	-1.0
Cell_30564	-1.0	-1.0
Cell_30565	-1.0	-1.0
Cell_30566	-1.0	-1.0
Cell_30567	-1.0	-1.0
Cell_30568	-1.0	-1.0
Cell_30569	-1.0	-1.0
Cell_30570	-1.0	-1.0
Cell_30571	-1.0	-1.0
Cell_30572	-1.0	-1.0
Cell_30573	-1.0	-1.0
Cell_30574	-1.0	-1.0
Cell_30575	-1.0	-1.0
Cell_30576	-1.0	-1.0
Cell_30577	-1.0	-1.0
Cell_30578	-1.0	-1.0
Cell_30579	-1.0	-1.0
Cell_30580	-1.0	-1.0
Cell_30581	-1.0	-1.0
Cell_30582	-1.0	-1.0
Cell_30583	-1.0	-1.0
Cell_30584	-1.0	-1.0
Cell_30585	-1.0	-1.0
Cell_30586	-1.0	-1.0
Cell_30587	-1.0	-1.0
Cell_30588	-1.0	-1.0
Cell_30589	-1.0	-1.0
Cell_30590	-1.0	-1.0
Cell_30591	-1.0	-1.0
Cell_30592	-1.0	-1.0
Cell_30593	-1.0	-1.0
Cell_30594	-1.0	-1.0
Cell_30595	-1.0	-1.0
Cell_30596	-1.0	-1.0
Cell_30597	-1.0	-1.0
Cell_30598	-1.0	-1.0
Cell_30599	-1.0	-1.0
Cell_30600	-1.0	-1.0
Cell_30601	-1.0	-1.0
Cell_30602	-1.0	-1.0
Cell_30603	-1.0	-1.0
Cell_30604	-1.0	-1.0
Cell_30605	-1.0	-1.0
Cell_30606	-1.0	-1.0
Cell_30607	-1.0	-1.0
Cell_30608	-1.0	-1.0
Cell_30609	-1.0	-1.0
Cell_30610	-1.0	-1.0
Cell_30611	-1.0	-1.0
Cell_30612	-1.0	-1.0
Cell_30613	-1.0	-1.0
Cell_30614	-1.0	-1.0
Cell_30615	-1.0	-1.0
Cell_30616	-1.0	-1.0
Cell_30617	-1.0	-1.0
Cell_30618	-1.0	-1.0
Cell_30619	-1.0	-1.0
Cell_30620	-1.0	-1.0
Cell_30621	-1.0	-1.0
Cell_30622	-1.0	-1.0
Cell_30623	-1.0	-1.0
Cell_30624	-1.0	-1.0
Cell_30625	-1.0	-1.0
Cell_30626	-1.0	-1.0
Cell_30627	-1.0	-1.0
Cell_30628	-1.0	-1.0
Cell_30629	-1.0	-1.0
Cell_30630	-1.0	-1.0
Cell_30631	-1.0	-1.0
Cell_30632	-1.0	-1.0
Cell_30633	-1.0	-1.0
Cell_30634	-1.0	-1.0
Cell_30635	-1.0	-1.0
Cell_30636	-1.0	-1.0
Cell_30637	-1.0	-1.0
Cell_30638	-1.0	-1.0
Cell_30639	-1.0	-1.0
Cell_30640	-1.0	-1.0
Cell_30641	-1.0	-1.0
Cell_30642	-1.0	-1.0
Cell_30643	-1.0	-1.0
Cell_30644	-1.0	-1.0
Cell_30645	-1.0	-1.0
Cell_30646	-1.0	-1.0
Cell_30647	-1.0	-1.0
Cell_30648	-1.0	-1.0
Cell_30649	-1.0	-1.0
Cell_30650	-1.0	-1.0
Cell_30651	-1.0	-1.0
Cell_30652	-1.0	-1.0
Cell_30653	-1.0	-1.0
Cell_30654	-1.0	-1.0
Cell_30655	-1.0	-1.0
Cell_30656	-1.0	-1.0
Cell_30657	-1.0	-1.0
Cell_30658	-1.0	-1.0
Cell_30659	-1.0	-1.0
Cell_30660	-1.0	-1.0
Cell_30661	-1.0	-1.0
Cell_30662	-1.0	-1.0
Cell_30663	-1.0	-1.0
Cell_30664	-1.0	-1.0
Cell_30665	-1.0	-1.0
Cell_30666	-1.0	-1.0
Cell_30667	-1.0	-1.0
Cell_30668	-1.0	-1.0
Cell_30669	-1.0	-1.0
Cell_30670	-1.0	-1.0
Cell_30671	-1.0	-1.0
Cell_30672	-1.0	-1.0
Cell_30673	-1.0	-1.0
Cell_30674	-1.0	-1.0
Cell_30675	-1.0	-1.0
Cell_30676	-1.0	-1.0
Cell_30677	-1.0	-1.0
Cell_30678	-1.0	-1.0
Cell_30679	-1.0	-1.0
Cell_30680	-1.0	-1.0
Cell_30681	-1.0	-1.0
Cell_30682	-1.0	-1.0
Cell_30683	-1.0	-1.0
Cell_30684	-1.0	-1.0
Cell_30685	-1.0	-1.0
Cell_30686	-1.0	-1.0
Cell_30687	-1.0	-1.0
Cell_30688	-1.0	-1.0
Cell_30689	-1.0	-1.0
Cell_30690	-1.0	-1.0
Cell_30691	-1.0	-1.0
Cell_30692	-1.0	-1.0
Cell_30693	-1.0	-1.0
Cell_30694	-1.0	-1.0
Cell_30695	-1.0	-1.0
Cell_30696	-1.0	-1.0
Cell_30697	-1.0	-1.0
Cell_30698	-1.0	-1.0
Cell_30699	-1.0	-1.0
Cell_30700	-1.0	-1.0
Cell_30701	-1.0	-1.0
Cell_30702	-1.0	-1.0
Cell_30703	-1.0	-1.0
Cell_30704	-1.0	-1.0
Cell_30705	-1.0	-1.0
Cell_30706	-1.0	-1.0
Cell_30707	-1.0	-1.0
Cell_30708	-1.0	-1.0
Cell_30709	-1.0	-1.0
Cell_30710	-1.0	-1.0
Cell_30711	-1.0	-1.0
Cell_30712	-1.0	-1.0
Cell_30713	-1.0	-1.0
Cell_30714	-1.0	-1.0
Cell_30715	-1.0	-1.0
Cell_30716	-1.0	-1.0
Cell_30717	-1.0	-1.0
Cell_30718	-1.0	-1.0
Cell_30719	-1.0	-1.0
Cell_30720	-1.0	-1.0
Cell_30721	-1.0	-1.0
Cell_30722	-1.0	-1.0
Cell_30723	-1.0	-1.0
Cell_30724	-1.0	-1.0
Cell_30725	-1.0	-1.0
Cell_30726	-1.0	-1.0
Cell_30727	-1.0	-1.0
Cell_30728	-1.0	-1.0
Cell_30729	-1.0	-1.0
Cell_30730	-1.0	-1.0
Cell_30731	-1.0	-1.0
Cell_30732	-1.0	-1.0
Cell_30733	-1.0	-1.0
Cell_30734	-1.0	-1.0
Cell_30735	-1.0	-1.0
Cell_30736	-1.0	-1.0
Cell_30737	-1.0	-1.0
Cell_30738	-1.0	-1.0
Cell_30739	-1.0	-1.0
Cell_30740	-1.0	-1.0
Cell_30741	-1.0	-1.0
Cell_30742	-1.0	-1.0
Cell_30743	-1.0	-1.0
Cell_30744	-1.0	-1.0
Cell_30745	-1.0	-1.0
Cell_30746	-1.0	-1.0
Cell_30747	-1.0	-1.0
Cell_30748	-1.0	-1.0
Cell_30749	-1.0	-1.0
Cell_30750	-1.0	-1.0
Cell_30751	-1.0	-1.0
Cell_30752	-1.0	-1.0
Cell_30753	-1.0	-1.0
Cell_30754	-1.0	-1.0
Cell_30755	-1.0	-1.0
Cell_30756	-1.0	-1.0
Cell_30757	-1.0	-1.0
Cell_30758	-1.0	-1.0
Cell_30759	-1.0	-1.0
Cell_30760	-1.0	-1.0
Cell_30761	-1.0	-1.0
Cell_30762	-1.0	-1.0
Cell_30763	-1.0	-1.0
Cell_30764	-1.0	-1.0
Cell_30765	-1.0	-1.0
Cell_30766	-1.0	-1.0
Cell_30767	-1.0	-1.0
Cell_30768	-1.0	-1.0
Cell_30769	-1.0	-1.0
Cell_30770	-1.0	-1.0
Cell_30771	-1.0	-1.0
Cell_30772	-1.0	-1.0
Cell_30773	-1.0	-1.0
Cell_30774	-1.0	-1.0
Cell_30775	-1.0	-1.0
Cell_30776	-1.0	-1.0
Cell_30777	-1.0	-1.0
Cell_30778	-1.0	-1.0
Cell_30779	-1.0	-1.0
Cell_30780	-1.0	-1.0
Cell_30781	-1.0	-1.0
Cell_30782	-1.0	-1.0
Cell_30783	-1.0	-1.0
Cell_30784	-1.0	-1.0
Cell_30785	-1.0	-1.0
Cell_30786	-1.0	-1.0
Cell_30787	-1.0	-1.0
Cell_30788	-1.0	-1.0
Cell_30789	-1.0	-1.0
Cell_30790	-1.0	-1.0
Cell_30791	-1.0	-1.0
Cell_30792	-1.0	-1.0
Cell_30793	-1.0	-1.0
Cell_30794	-1.0	-1.0
Cell_30795	-1.0	-1.0
Cell_30796	-1.0	-1.0
Cell_30797	-1.0	-1.0
Cell_30798	-1.0	-1.0
Cell_30799	-1.0	-1.0
Cell_30800	-1.0	-1.0
Cell_30801	-1.0	-1.0
Cell_30802	-1.0	-1.0
Cell_30803	-1.0	-1.0
Cell_30804	-1.0	-1.0
Cell_30805	-1.0	-1.0
Cell_30806	-1.0	-1.0
Cell_30807	-1.0	-1.0
Cell_30808	-1.0	-1.0
Cell_30809	-1.0	-1.0
Cell_30810	-1.0	-1.0
Cell_30811	-1.0	-1.0
Cell_30812	-1.0	-1.0
Cell_30813	-1.0	-1.0
Cell_30814	-1.0	-1.0
Cell_30815	-1.0	-1.0
Cell_30816	-1.0	-1.0
Cell_30817	-1.0	-1.0
Cell_30818	-1.0	-1.0
Cell_30819	-1.0	-1.0
Cell_30820	-1.0	-1.0
Cell_30821	-1.0	-1.0
Cell_30822	-1.0	-1.0
Cell_30823	-1.0	-1.0
Cell_30824	-1.0	-1.0
Cell_30825	-1.0	-1.0
Cell_30826	-1.0	-1.0
Cell_30827	-1.0	-1.0
Cell_30828	-1.0	-1.0
Cell_30829	-1.0	-1.0
Cell_30830	-1.0	-1.0
Cell_30831	-1.0	-1.0
Cell_30832	-1.0	-1.0
Cell_30833	-1.0	-1.0
Cell_30834	-1.0	-1.0
Cell_30835	-1.0	-1.0
Cell_30836	-1.0	-1.0
Cell_30837	-1.0	-1.0
Cell_30838	-1.0	-1.0
Cell_30839	-1.0	-1.0
Cell_30840	-1.0	-1.0
Cell_30841	-1.0	-1.0
Cell_30842	-1.0	-1.0
Cell_30843	-1.0	-1.0
Cell_30844	-1.0	-1.0
Cell_30845	-1.0	-1.0
Cell_30846	-1.0	-1.0
Cell_30847	-1.0	-1.0
Cell_30848	-1.0	-1.0
Cell_30849	-1.0	-1.0
Cell_30850	-1.0	-1.0
Cell_30851	-1.0	-1.0
Cell_30852	-1.0	-1.0
Cell_30853	-1.0	-1.0
Cell_30854	-1.0	-1.0
Cell_30855	-1.0	-1.0
Cell_30856	-1.0	-1.0
Cell_30857	-1.0	-1.0
Cell_30858	-1.0	-1.0
Cell_30859	-1.0	-1.0
Cell_30860	-1.0	-1.0
Cell_30861	-1.0	-1.0
Cell_30862	-1.0	-1.0
Cell_30863	-1.0	-1.0
Cell_30864	-1.0	-1.0
Cell_30865	-1.0	-1.0
Cell_30866	-1.0	-1.0
Cell_30867	-1.0	-1.0
Cell_30868	-1.0	-1.0
Cell_30869	-1.0	-1.0
Cell_30870	-1.0	-1.0
Cell_30871	-1.0	-1.0
Cell_30872	-1.0	-1.0
Cell_30873	-1.0	-1.0
Cell_30874	-1.0	-1.0
Cell_30875	-1.0	-1.0
Cell_30876	-1.0	-1.0
Cell_30877	-1.0	-1.0
Cell_30878	-1.0	-1.0
Cell_30879	-1.0	-1.0
Cell_30880	-1.0	-1.0
Cell_30881	-1.0	-1.0
Cell_30882	-1.0	-1.0
Cell_30883	-1.0	-1.0
Cell_30884	-1.0	-1.0
Cell_30885	-1.0	-1.0
Cell_30886	-1.0	-1.0
Cell_30887	-1.0	-1.0
Cell_30888	-1.0	-1.0
Cell_30889	-1.0	-1.0
Cell_30890	-1.0	-1.0
Cell_30891	-1.0	-1.0
Cell_30892	-1.0	-1.0
Cell_30893	-1.0	-1.0
Cell_30894	-1.0	-1.0
Cell_30895	-1.0	-1.0
Cell_30896	-1.0	-1.0
Cell_30897	-1.0	-1.0
Cell_30898	-1.0	-1.0
Cell_30899	-1.0	-1.0
Cell_30900	-1.0	-1.0
Cell_30901	-1.0	-1.0
Cell_30902	-1.0	-1.0
Cell_30903	-1.0	-1.0
Cell_30904	-1.0	-1.0
Cell_30905	-1.0	-1.0
Cell_30906	-1.0	-1.0
Cell_30907	-1.0	-1.0
Cell_30908	-1.0	-1.0
Cell_30909	-1.0	-1.0
Cell_30910	-1.0	-1.0
Cell_30911	-1.0	-1.0
Cell_30912	-1.0	-1.0
Cell_30913	-1.0	-1.0
Cell_30914	-1.0	-1.0
Cell_30915	-1.0	-1.0
Cell_30916	-1.0	-1.0
Cell_30917	-1.0	-1.0
Cell_30918	-1.0	-1.0
Cell_30919	-1.0	-1.0
Cell_30920	-1.0	-1.0
Cell_30921	-1.0	-1.0
Cell_30922	-1.0	-1.0
Cell_30923	-1.0	-1.0
Cell_30924	-1.0	-1.0
Cell_30925	-1.0	-1.0
Cell_30926	-1.0	-1.0
Cell_30927	-1.0	-1.0
Cell_30928	-1.0	-1.0
Cell_30929	-1.0	-1.0
Cell_30930	-1.0	-1.0
Cell_30931	-1.0	-1.0
Cell_30932	-1.0	-1.0
Cell_30933	-1.0	-1.0
Cell_30934	-1.0	-1.0
Cell_30935	-1.0	-1.0
Cell_30936	-1.0	-1.0
Cell_30937	-1.0	-1.0
Cell_30938	-1.0	-1.0
Cell_30939	-1.0	-1.0
Cell_30940	-1.0	-1.0
Cell_30941	-1.0	-1.0
Cell_30942	-1.0	-1.0
Cell_30943	-1.0	-1.0
Cell_30944	-1.0	-1.0
Cell_30945	-1.0	-1.0
Cell_30946	-1.0	-1.0
Cell_30947	-1.0	-1.0
Cell_30948	-1.0	-1.0
Cell_30949	-1.0	-1.0
Cell_30950	-1.0	-1.0
Cell_30951	-1.0	-1.0
Cell_30952	-1.0	-1.0
Cell_30953	-1.0	-1.0
Cell_30954	-1.0	-1.0
Cell_30955	-1.0	-1.0
Cell_30956	-1.0	-1.0
Cell_30957	-1.0	-1.0
Cell_30958	-1.0	-1.0
Cell_30959	-1.0	-1.0
Cell_30960	-1.0	-1.0
Cell_30961	-1.0	-1.0
Cell_30962	-1.0	-1.0
Cell_30963	-1.0	-1.0
Cell_30964	-1.0	-1.0
Cell_30965	-1.0	-1.0
Cell_30966	-1.0	-1.0
Cell_30967	-1.0	-1.0
Cell_30968	-1.0	-1.0
Cell_30969	-1.0	-1.0
Cell_30970	-1.0	-1.0
Cell_30971	-1.0	-1.0
Cell_30972	-1.0	-1.0
Cell_30973	-1.0	-1.0
Cell_30974	-1.0	-1.0
Cell_30975	-1.0	-1.0
Cell_30976	-1.0	-1.0
Cell_30977	-1.0	-1.0
Cell_30978	-1.0	-1.0
Cell_30979	-1.0	-1.0
Cell_30980	-1.0	-1.0
Cell_30981	-1.0	-1.0
Cell_30982	-1.0	-1.0
Cell_30983	-1.0	-1.0
Cell_30984	-1.0	-1.0
Cell_30985	-1.0	-1.0
Cell_30986	-1.0	-1.0
Cell_30987	-1.0	-1.0
Cell_30988	-1.0	-1.0
Cell_30989	-1.0	-1.0
Cell_30990	-1.0	-1.0
Cell_30991	-1.0	-1.0
Cell_30992	-1.0	-1.0
Cell_30993	-1.0	-1.0
Cell_30994	-1.0	-1.0
Cell_30995	-1.0	-1.0
Cell_30996	-1.0	-1.0
Cell_30997	-1.0	-1.0
Cell_30998	-1.0	-1.0
Cell_30999	-1.0	-1.0
Cell_31000	-1.0	-1.0
Cell_31001	-1.0	-1.0
Cell_31002	-1.0	-1.0
Cell_31003	-1.0	-1.0
Cell_31004	-1.0	-1.0
Cell_31005	-1.0	-1.0
Cell_31006	-1.0	-1.0
Cell_31007	-1.0	-1.0
Cell_31008	-1.0	-1.0
Cell_31009	-1.0	-1.0
Cell_31010	-1.0	-1.0
Cell_31011	-1.0	-1.0
Cell_31012	-1.0	-1.0
Cell_31013	-1.0	-1.0
Cell_31014	-1.0	-1.0
Cell_31015	-1.0	-1.0
Cell_31016	-1.0	-1.0
Cell_31017	-1.0	-1.0
Cell_31018	-1.0	-1.0
Cell_31019	-1.0	-1.0
Cell_31020	-1.0	-1.0
Cell_31021	-1.0	-1.0
Cell_31022	-1.0	-1.0
Cell_31023	-1.0	-1.0
Cell_31024	-1.0	-1.0
Cell_31025	-1.0	-1.0
Cell_31026	-1.0	-1.0
Cell_31027	-1.0	-1.0
Cell_31028	-1.0	-1.0
Cell_31029	-1.0	-1.0
Cell_31030	-1.0	-1.0
Cell_31031	-1.0	-1.0
Cell_31032	-1.0	-1.0
Cell_31033	-1.0	-1.0
Cell_31034	-1.0	-1.0
Cell_31035	-1.0	-1.0
Cell_31036	-1.0	-1.0
Cell_31037	-1.0	-1.0
Cell_31038	-1.0	-1.0
Cell_31039	-1.0	-1.0
Cell_31040	-1.0	-1.0
Cell_31041	-1.0	-1.0
Cell_31042	-1.0	-1.0
Cell_31043	-1.0	-1.0
Cell_31044	-1.0	-1.0
Cell_31045	-1.0	-1.0
Cell_31046	-1.0	-1.0
Cell_31047	-1.0	-1.0
Cell_31048	-1.0	-1.0
Cell_31049	-1.0	-1.0
Cell_31050	-1.0	-1.0
Cell_31051	-1.0	-1.0
Cell_31052	-1.0	-1.0
Cell_31053	-1.0	-1.0
Cell_31054	-1.0	-1.0
Cell_31055	-1.0	-1.0
Cell_31056	-1.0	-1.0
Cell_31057	-1.0	-1.0
Cell_31058	-1.0	-1.0
Cell_31059	-1.0	-1.0
Cell_31060	-1.0	-1.0
Cell_31061	-1.0	-1.0
Cell_31062	-1.0	-1.0
Cell_31063	-1.0	-1.0
Cell_31064	-1.0	-1.0
Cell_31065	-1.0	-1.0
Cell_31066	-1.0	-1.0
Cell_31067	-1.0	-1.0
Cell_31068	-1.0	-1.0
Cell_31069	-1.0	-1.0
Cell_31070	-1.0	-1.0
Cell_31071	-1.0	-1.0
Cell_31072	-1.0	-1.0
Cell_31073	-1.0	-1.0
Cell_31074	-1.0	-1.0
Cell_31075	-1.0	-1.0
Cell_31076	-1.0	-1.0
Cell_31077	-1.0	-1.0
Cell_31078	-1.0	-1.0
Cell_31079	-1.0	-1.0
Cell_31080	-1.0	-1.0
Cell_31081	-1.0	-1.0
Cell_31082	-1.0	-1.0
Cell_31083	-1.0	-1.0
Cell_31084	-1.0	-1.0
Cell_31085	-1.0	-1.0
Cell_31086	-1.0	-1.0
Cell_31087	-1.0	-1.0
Cell_31088	-1.0	-1.0
Cell_31089	-1.0	-1.0
Cell_31090	-1.0	-1.0
Cell_31091	-1.0	-1.0
Cell_31092	-1.0	-1.0
Cell_31093	-1.0	-1.0
Cell_31094	-1.0	-1.0
Cell_31095	-1.0	-1.0
Cell_31096	-1.0	-1.0
Cell_31097	-1.0	-1.0
Cell_31098	-1.0	-1.0
Cell_31099	-1.0	-1.0
Cell_31100	-1.0	-1.0
Cell_31101	-1.0	-1.0
Cell_31102	-1.0	-1.0
Cell_31103	-1.0	-1.0
Cell_31104	-1.0	-1.0
Cell_31105	-1.0	-1.0
Cell_31106	-1.0	-1.0
Cell_31107	-1.0	-1.0
Cell_31108	-1.0	-1.0
Cell_31109	-1.0	-1.0
Cell_31110	-1.0	-1.0
Cell_31111	-1.0	-1.0
Cell_31112	-1.0	-1.0
Cell_31113	-1.0	-1.0
Cell_31114	-1.0	-1.0
Cell_31115	-1.0	-1.0
Cell_31116	-1.0	-1.0
Cell_31117	-1.0	-1.0
Cell_31118	-1.0	-1.0
Cell_31119	-1.0	-1.0
Cell_31120	-1.0	-1.0
Cell_31121	-1.0	-1.0
Cell_31122	-1.0	-1.0
Cell_31123	-1.0	-1.0
Cell_31124	-1.0	-1.0
Cell_31125	-1.0	-1.0
