	x	y	cluster
Cell_37503	187.0	103.0	10.0
Cell_37504	187.0	104.0	10.0
Cell_37505	187.0	105.0	10.0
Cell_37506	187.0	106.0	10.0
Cell_37507	187.0	107.0	10.0
Cell_37508	187.0	108.0	10.0
Cell_37509	187.0	109.0	10.0
Cell_37510	187.0	110.0	10.0
Cell_37511	187.0	111.0	10.0
Cell_37512	187.0	112.0	10.0
Cell_37513	187.0	113.0	10.0
Cell_37514	187.0	114.0	10.0
Cell_37515	187.0	115.0	10.0
Cell_37516	187.0	116.0	10.0
Cell_37517	187.0	117.0	10.0
Cell_37518	187.0	118.0	10.0
Cell_37519	187.0	119.0	10.0
Cell_37520	187.0	120.0	10.0
Cell_37521	187.0	121.0	10.0
Cell_37522	187.0	122.0	10.0
Cell_37523	187.0	123.0	10.0
Cell_37524	187.0	124.0	10.0
Cell_37525	187.0	125.0	10.0
Cell_37526	187.0	126.0	10.0
Cell_37527	187.0	127.0	10.0
Cell_37528	187.0	128.0	10.0
Cell_37529	187.0	129.0	10.0
Cell_37530	187.0	130.0	10.0
Cell_37531	187.0	131.0	10.0
Cell_37532	187.0	132.0	10.0
Cell_37533	187.0	133.0	10.0
Cell_37534	187.0	134.0	10.0
Cell_37535	187.0	135.0	10.0
Cell_37536	187.0	136.0	10.0
Cell_37537	187.0	137.0	10.0
Cell_37538	187.0	138.0	10.0
Cell_37539	187.0	139.0	10.0
Cell_37540	187.0	140.0	10.0
Cell_37541	187.0	141.0	10.0
Cell_37542	187.0	142.0	10.0
Cell_37543	187.0	143.0	10.0
Cell_37544	187.0	144.0	10.0
Cell_37545	187.0	145.0	10.0
Cell_37546	187.0	146.0	10.0
Cell_37547	187.0	147.0	10.0
Cell_37548	187.0	148.0	10.0
Cell_37549	187.0	149.0	10.0
Cell_37550	187.0	150.0	10.0
Cell_37551	187.0	151.0	10.0
Cell_37552	187.0	152.0	10.0
Cell_37553	187.0	153.0	10.0
Cell_37554	187.0	154.0	10.0
Cell_37555	187.0	155.0	10.0
Cell_37556	187.0	156.0	10.0
Cell_37557	187.0	157.0	10.0
Cell_37558	187.0	158.0	10.0
Cell_37559	187.0	159.0	10.0
Cell_37560	187.0	160.0	10.0
Cell_37561	187.0	161.0	10.0
Cell_37562	187.0	162.0	10.0
Cell_37563	187.0	163.0	10.0
Cell_37564	187.0	164.0	10.0
Cell_37565	187.0	165.0	10.0
Cell_37566	187.0	166.0	10.0
Cell_37567	187.0	167.0	10.0
Cell_37568	187.0	168.0	10.0
Cell_37569	187.0	169.0	10.0
Cell_37570	187.0	170.0	10.0
Cell_37571	187.0	171.0	10.0
Cell_37572	187.0	172.0	10.0
Cell_37573	187.0	173.0	10.0
Cell_37574	187.0	174.0	10.0
Cell_37575	187.0	175.0	10.0
Cell_37576	187.0	176.0	10.0
Cell_37577	187.0	177.0	10.0
Cell_37578	187.0	178.0	10.0
Cell_37579	187.0	179.0	10.0
Cell_37580	187.0	180.0	10.0
Cell_37581	187.0	181.0	10.0
Cell_37582	187.0	182.0	10.0
Cell_37583	187.0	183.0	10.0
Cell_37584	187.0	184.0	10.0
Cell_37585	187.0	185.0	10.0
Cell_37586	187.0	186.0	10.0
Cell_37587	187.0	187.0	10.0
Cell_37588	187.0	188.0	10.0
Cell_37589	187.0	189.0	10.0
Cell_37590	187.0	190.0	10.0
Cell_37591	187.0	191.0	10.0
Cell_37592	187.0	192.0	10.0
Cell_37593	187.0	193.0	10.0
Cell_37594	187.0	194.0	10.0
Cell_37595	187.0	195.0	10.0
Cell_37596	187.0	196.0	10.0
Cell_37597	187.0	197.0	10.0
Cell_37598	187.0	198.0	10.0
Cell_37599	187.0	199.0	10.0
Cell_37600	188.0	0.0	10.0
Cell_37601	188.0	1.0	10.0
Cell_37602	188.0	2.0	10.0
Cell_37603	188.0	3.0	10.0
Cell_37604	188.0	4.0	10.0
Cell_37605	188.0	5.0	10.0
Cell_37606	188.0	6.0	10.0
Cell_37607	188.0	7.0	10.0
Cell_37608	188.0	8.0	10.0
Cell_37609	188.0	9.0	10.0
Cell_37610	188.0	10.0	10.0
Cell_37611	188.0	11.0	10.0
Cell_37612	188.0	12.0	10.0
Cell_37613	188.0	13.0	10.0
Cell_37614	188.0	14.0	10.0
Cell_37615	188.0	15.0	10.0
Cell_37616	188.0	16.0	10.0
Cell_37617	188.0	17.0	10.0
Cell_37618	188.0	18.0	10.0
Cell_37619	188.0	19.0	10.0
Cell_37620	188.0	20.0	10.0
Cell_37621	188.0	21.0	10.0
Cell_37622	188.0	22.0	10.0
Cell_37623	188.0	23.0	10.0
Cell_37624	188.0	24.0	10.0
Cell_37625	188.0	25.0	10.0
Cell_37626	188.0	26.0	10.0
Cell_37627	188.0	27.0	10.0
Cell_37628	188.0	28.0	10.0
Cell_37629	188.0	29.0	10.0
Cell_37630	188.0	30.0	10.0
Cell_37631	188.0	31.0	10.0
Cell_37632	188.0	32.0	10.0
Cell_37633	188.0	33.0	10.0
Cell_37634	188.0	34.0	10.0
Cell_37635	188.0	35.0	10.0
Cell_37636	188.0	36.0	10.0
Cell_37637	188.0	37.0	10.0
Cell_37638	188.0	38.0	10.0
Cell_37639	188.0	39.0	10.0
Cell_37640	188.0	40.0	10.0
Cell_37641	188.0	41.0	10.0
Cell_37642	188.0	42.0	10.0
Cell_37643	188.0	43.0	10.0
Cell_37644	188.0	44.0	10.0
Cell_37645	188.0	45.0	10.0
Cell_37646	188.0	46.0	10.0
Cell_37647	188.0	47.0	10.0
Cell_37648	188.0	48.0	10.0
Cell_37649	188.0	49.0	10.0
Cell_37650	188.0	50.0	10.0
Cell_37651	188.0	51.0	10.0
Cell_37652	188.0	52.0	10.0
Cell_37653	188.0	53.0	10.0
Cell_37654	188.0	54.0	10.0
Cell_37655	188.0	55.0	10.0
Cell_37656	188.0	56.0	10.0
Cell_37657	188.0	57.0	10.0
Cell_37658	188.0	58.0	10.0
Cell_37659	188.0	59.0	10.0
Cell_37660	188.0	60.0	10.0
Cell_37661	188.0	61.0	10.0
Cell_37662	188.0	62.0	10.0
Cell_37663	188.0	63.0	10.0
Cell_37664	188.0	64.0	10.0
Cell_37665	188.0	65.0	10.0
Cell_37666	188.0	66.0	10.0
Cell_37667	188.0	67.0	10.0
Cell_37668	188.0	68.0	10.0
Cell_37669	188.0	69.0	10.0
Cell_37670	188.0	70.0	10.0
Cell_37671	188.0	71.0	10.0
Cell_37672	188.0	72.0	10.0
Cell_37673	188.0	73.0	10.0
Cell_37674	188.0	74.0	10.0
Cell_37675	188.0	75.0	10.0
Cell_37676	188.0	76.0	10.0
Cell_37677	188.0	77.0	10.0
Cell_37678	188.0	78.0	10.0
Cell_37679	188.0	79.0	10.0
Cell_37680	188.0	80.0	10.0
Cell_37681	188.0	81.0	10.0
Cell_37682	188.0	82.0	10.0
Cell_37683	188.0	83.0	10.0
Cell_37684	188.0	84.0	10.0
Cell_37685	188.0	85.0	10.0
Cell_37686	188.0	86.0	10.0
Cell_37687	188.0	87.0	10.0
Cell_37688	188.0	88.0	10.0
Cell_37689	188.0	89.0	10.0
Cell_37690	188.0	90.0	10.0
Cell_37691	188.0	91.0	10.0
Cell_37692	188.0	92.0	10.0
Cell_37693	188.0	93.0	10.0
Cell_37694	188.0	94.0	10.0
Cell_37695	188.0	95.0	10.0
Cell_37696	188.0	96.0	10.0
Cell_37697	188.0	97.0	10.0
Cell_37698	188.0	98.0	10.0
Cell_37699	188.0	99.0	10.0
Cell_37700	188.0	100.0	10.0
Cell_37701	188.0	101.0	10.0
Cell_37702	188.0	102.0	10.0
Cell_37703	188.0	103.0	10.0
Cell_37704	188.0	104.0	10.0
Cell_37705	188.0	105.0	10.0
Cell_37706	188.0	106.0	10.0
Cell_37707	188.0	107.0	10.0
Cell_37708	188.0	108.0	10.0
Cell_37709	188.0	109.0	10.0
Cell_37710	188.0	110.0	10.0
Cell_37711	188.0	111.0	10.0
Cell_37712	188.0	112.0	10.0
Cell_37713	188.0	113.0	10.0
Cell_37714	188.0	114.0	10.0
Cell_37715	188.0	115.0	10.0
Cell_37716	188.0	116.0	10.0
Cell_37717	188.0	117.0	10.0
Cell_37718	188.0	118.0	10.0
Cell_37719	188.0	119.0	10.0
Cell_37720	188.0	120.0	10.0
Cell_37721	188.0	121.0	10.0
Cell_37722	188.0	122.0	10.0
Cell_37723	188.0	123.0	10.0
Cell_37724	188.0	124.0	10.0
Cell_37725	188.0	125.0	10.0
Cell_37726	188.0	126.0	10.0
Cell_37727	188.0	127.0	10.0
Cell_37728	188.0	128.0	10.0
Cell_37729	188.0	129.0	10.0
Cell_37730	188.0	130.0	10.0
Cell_37731	188.0	131.0	10.0
Cell_37732	188.0	132.0	10.0
Cell_37733	188.0	133.0	10.0
Cell_37734	188.0	134.0	10.0
Cell_37735	188.0	135.0	10.0
Cell_37736	188.0	136.0	10.0
Cell_37737	188.0	137.0	10.0
Cell_37738	188.0	138.0	10.0
Cell_37739	188.0	139.0	10.0
Cell_37740	188.0	140.0	10.0
Cell_37741	188.0	141.0	10.0
Cell_37742	188.0	142.0	10.0
Cell_37743	188.0	143.0	10.0
Cell_37744	188.0	144.0	10.0
Cell_37745	188.0	145.0	10.0
Cell_37746	188.0	146.0	10.0
Cell_37747	188.0	147.0	10.0
Cell_37748	188.0	148.0	10.0
Cell_37749	188.0	149.0	10.0
Cell_37750	188.0	150.0	10.0
Cell_37751	188.0	151.0	10.0
Cell_37752	188.0	152.0	10.0
Cell_37753	188.0	153.0	10.0
Cell_37754	188.0	154.0	10.0
Cell_37755	188.0	155.0	10.0
Cell_37756	188.0	156.0	10.0
Cell_37757	188.0	157.0	10.0
Cell_37758	188.0	158.0	10.0
Cell_37759	188.0	159.0	10.0
Cell_37760	188.0	160.0	10.0
Cell_37761	188.0	161.0	10.0
Cell_37762	188.0	162.0	10.0
Cell_37763	188.0	163.0	10.0
Cell_37764	188.0	164.0	10.0
Cell_37765	188.0	165.0	10.0
Cell_37766	188.0	166.0	10.0
Cell_37767	188.0	167.0	10.0
Cell_37768	188.0	168.0	10.0
Cell_37769	188.0	169.0	10.0
Cell_37770	188.0	170.0	10.0
Cell_37771	188.0	171.0	10.0
Cell_37772	188.0	172.0	10.0
Cell_37773	188.0	173.0	10.0
Cell_37774	188.0	174.0	10.0
Cell_37775	188.0	175.0	10.0
Cell_37776	188.0	176.0	10.0
Cell_37777	188.0	177.0	10.0
Cell_37778	188.0	178.0	10.0
Cell_37779	188.0	179.0	10.0
Cell_37780	188.0	180.0	10.0
Cell_37781	188.0	181.0	10.0
Cell_37782	188.0	182.0	10.0
Cell_37783	188.0	183.0	10.0
Cell_37784	188.0	184.0	10.0
Cell_37785	188.0	185.0	10.0
Cell_37786	188.0	186.0	10.0
Cell_37787	188.0	187.0	10.0
Cell_37788	188.0	188.0	10.0
Cell_37789	188.0	189.0	10.0
Cell_37790	188.0	190.0	10.0
Cell_37791	188.0	191.0	10.0
Cell_37792	188.0	192.0	10.0
Cell_37793	188.0	193.0	10.0
Cell_37794	188.0	194.0	10.0
Cell_37795	188.0	195.0	10.0
Cell_37796	188.0	196.0	10.0
Cell_37797	188.0	197.0	10.0
Cell_37798	188.0	198.0	10.0
Cell_37799	188.0	199.0	10.0
Cell_37800	189.0	0.0	10.0
Cell_37801	189.0	1.0	10.0
Cell_37802	189.0	2.0	10.0
Cell_37803	189.0	3.0	10.0
Cell_37804	189.0	4.0	10.0
Cell_37805	189.0	5.0	10.0
Cell_37806	189.0	6.0	10.0
Cell_37807	189.0	7.0	10.0
Cell_37808	189.0	8.0	10.0
Cell_37809	189.0	9.0	10.0
Cell_37810	189.0	10.0	10.0
Cell_37811	189.0	11.0	10.0
Cell_37812	189.0	12.0	10.0
Cell_37813	189.0	13.0	10.0
Cell_37814	189.0	14.0	10.0
Cell_37815	189.0	15.0	10.0
Cell_37816	189.0	16.0	10.0
Cell_37817	189.0	17.0	10.0
Cell_37818	189.0	18.0	10.0
Cell_37819	189.0	19.0	10.0
Cell_37820	189.0	20.0	10.0
Cell_37821	189.0	21.0	10.0
Cell_37822	189.0	22.0	10.0
Cell_37823	189.0	23.0	10.0
Cell_37824	189.0	24.0	10.0
Cell_37825	189.0	25.0	10.0
Cell_37826	189.0	26.0	10.0
Cell_37827	189.0	27.0	10.0
Cell_37828	189.0	28.0	10.0
Cell_37829	189.0	29.0	10.0
Cell_37830	189.0	30.0	10.0
Cell_37831	189.0	31.0	10.0
Cell_37832	189.0	32.0	10.0
Cell_37833	189.0	33.0	10.0
Cell_37834	189.0	34.0	10.0
Cell_37835	189.0	35.0	10.0
Cell_37836	189.0	36.0	10.0
Cell_37837	189.0	37.0	10.0
Cell_37838	189.0	38.0	10.0
Cell_37839	189.0	39.0	10.0
Cell_37840	189.0	40.0	10.0
Cell_37841	189.0	41.0	10.0
Cell_37842	189.0	42.0	10.0
Cell_37843	189.0	43.0	10.0
Cell_37844	189.0	44.0	10.0
Cell_37845	189.0	45.0	10.0
Cell_37846	189.0	46.0	10.0
Cell_37847	189.0	47.0	10.0
Cell_37848	189.0	48.0	10.0
Cell_37849	189.0	49.0	10.0
Cell_37850	189.0	50.0	10.0
Cell_37851	189.0	51.0	10.0
Cell_37852	189.0	52.0	10.0
Cell_37853	189.0	53.0	10.0
Cell_37854	189.0	54.0	10.0
Cell_37855	189.0	55.0	10.0
Cell_37856	189.0	56.0	10.0
Cell_37857	189.0	57.0	10.0
Cell_37858	189.0	58.0	10.0
Cell_37859	189.0	59.0	10.0
Cell_37860	189.0	60.0	10.0
Cell_37861	189.0	61.0	10.0
Cell_37862	189.0	62.0	10.0
Cell_37863	189.0	63.0	10.0
Cell_37864	189.0	64.0	10.0
Cell_37865	189.0	65.0	10.0
Cell_37866	189.0	66.0	10.0
Cell_37867	189.0	67.0	10.0
Cell_37868	189.0	68.0	10.0
Cell_37869	189.0	69.0	10.0
Cell_37870	189.0	70.0	10.0
Cell_37871	189.0	71.0	10.0
Cell_37872	189.0	72.0	10.0
Cell_37873	189.0	73.0	10.0
Cell_37874	189.0	74.0	10.0
Cell_37875	189.0	75.0	10.0
Cell_37876	189.0	76.0	10.0
Cell_37877	189.0	77.0	10.0
Cell_37878	189.0	78.0	10.0
Cell_37879	189.0	79.0	10.0
Cell_37880	189.0	80.0	10.0
Cell_37881	189.0	81.0	10.0
Cell_37882	189.0	82.0	10.0
Cell_37883	189.0	83.0	10.0
Cell_37884	189.0	84.0	10.0
Cell_37885	189.0	85.0	10.0
Cell_37886	189.0	86.0	10.0
Cell_37887	189.0	87.0	10.0
Cell_37888	189.0	88.0	10.0
Cell_37889	189.0	89.0	10.0
Cell_37890	189.0	90.0	10.0
Cell_37891	189.0	91.0	10.0
Cell_37892	189.0	92.0	10.0
Cell_37893	189.0	93.0	10.0
Cell_37894	189.0	94.0	10.0
Cell_37895	189.0	95.0	10.0
Cell_37896	189.0	96.0	10.0
Cell_37897	189.0	97.0	10.0
Cell_37898	189.0	98.0	10.0
Cell_37899	189.0	99.0	10.0
Cell_37900	189.0	100.0	10.0
Cell_37901	189.0	101.0	10.0
Cell_37902	189.0	102.0	10.0
Cell_37903	189.0	103.0	10.0
Cell_37904	189.0	104.0	10.0
Cell_37905	189.0	105.0	10.0
Cell_37906	189.0	106.0	10.0
Cell_37907	189.0	107.0	10.0
Cell_37908	189.0	108.0	10.0
Cell_37909	189.0	109.0	10.0
Cell_37910	189.0	110.0	10.0
Cell_37911	189.0	111.0	10.0
Cell_37912	189.0	112.0	10.0
Cell_37913	189.0	113.0	10.0
Cell_37914	189.0	114.0	10.0
Cell_37915	189.0	115.0	10.0
Cell_37916	189.0	116.0	10.0
Cell_37917	189.0	117.0	10.0
Cell_37918	189.0	118.0	10.0
Cell_37919	189.0	119.0	10.0
Cell_37920	189.0	120.0	10.0
Cell_37921	189.0	121.0	10.0
Cell_37922	189.0	122.0	10.0
Cell_37923	189.0	123.0	10.0
Cell_37924	189.0	124.0	10.0
Cell_37925	189.0	125.0	10.0
Cell_37926	189.0	126.0	10.0
Cell_37927	189.0	127.0	10.0
Cell_37928	189.0	128.0	10.0
Cell_37929	189.0	129.0	10.0
Cell_37930	189.0	130.0	10.0
Cell_37931	189.0	131.0	10.0
Cell_37932	189.0	132.0	10.0
Cell_37933	189.0	133.0	10.0
Cell_37934	189.0	134.0	10.0
Cell_37935	189.0	135.0	10.0
Cell_37936	189.0	136.0	10.0
Cell_37937	189.0	137.0	10.0
Cell_37938	189.0	138.0	10.0
Cell_37939	189.0	139.0	10.0
Cell_37940	189.0	140.0	10.0
Cell_37941	189.0	141.0	10.0
Cell_37942	189.0	142.0	10.0
Cell_37943	189.0	143.0	10.0
Cell_37944	189.0	144.0	10.0
Cell_37945	189.0	145.0	10.0
Cell_37946	189.0	146.0	10.0
Cell_37947	189.0	147.0	10.0
Cell_37948	189.0	148.0	10.0
Cell_37949	189.0	149.0	10.0
Cell_37950	189.0	150.0	10.0
Cell_37951	189.0	151.0	10.0
Cell_37952	189.0	152.0	10.0
Cell_37953	189.0	153.0	10.0
Cell_37954	189.0	154.0	10.0
Cell_37955	189.0	155.0	10.0
Cell_37956	189.0	156.0	10.0
Cell_37957	189.0	157.0	10.0
Cell_37958	189.0	158.0	10.0
Cell_37959	189.0	159.0	10.0
Cell_37960	189.0	160.0	10.0
Cell_37961	189.0	161.0	10.0
Cell_37962	189.0	162.0	10.0
Cell_37963	189.0	163.0	10.0
Cell_37964	189.0	164.0	10.0
Cell_37965	189.0	165.0	10.0
Cell_37966	189.0	166.0	10.0
Cell_37967	189.0	167.0	10.0
Cell_37968	189.0	168.0	10.0
Cell_37969	189.0	169.0	10.0
Cell_37970	189.0	170.0	10.0
Cell_37971	189.0	171.0	10.0
Cell_37972	189.0	172.0	10.0
Cell_37973	189.0	173.0	10.0
Cell_37974	189.0	174.0	10.0
Cell_37975	189.0	175.0	10.0
Cell_37976	189.0	176.0	10.0
Cell_37977	189.0	177.0	10.0
Cell_37978	189.0	178.0	10.0
Cell_37979	189.0	179.0	10.0
Cell_37980	189.0	180.0	10.0
Cell_37981	189.0	181.0	10.0
Cell_37982	189.0	182.0	10.0
Cell_37983	189.0	183.0	10.0
Cell_37984	189.0	184.0	10.0
Cell_37985	189.0	185.0	10.0
Cell_37986	189.0	186.0	10.0
Cell_37987	189.0	187.0	10.0
Cell_37988	189.0	188.0	10.0
Cell_37989	189.0	189.0	10.0
Cell_37990	189.0	190.0	10.0
Cell_37991	189.0	191.0	10.0
Cell_37992	189.0	192.0	10.0
Cell_37993	189.0	193.0	10.0
Cell_37994	189.0	194.0	10.0
Cell_37995	189.0	195.0	10.0
Cell_37996	189.0	196.0	10.0
Cell_37997	189.0	197.0	10.0
Cell_37998	189.0	198.0	10.0
Cell_37999	189.0	199.0	10.0
Cell_38000	190.0	0.0	10.0
Cell_38001	190.0	1.0	10.0
Cell_38002	190.0	2.0	10.0
Cell_38003	190.0	3.0	10.0
Cell_38004	190.0	4.0	10.0
Cell_38005	190.0	5.0	10.0
Cell_38006	190.0	6.0	10.0
Cell_38007	190.0	7.0	10.0
Cell_38008	190.0	8.0	10.0
Cell_38009	190.0	9.0	10.0
Cell_38010	190.0	10.0	10.0
Cell_38011	190.0	11.0	10.0
Cell_38012	190.0	12.0	10.0
Cell_38013	190.0	13.0	10.0
Cell_38014	190.0	14.0	10.0
Cell_38015	190.0	15.0	10.0
Cell_38016	190.0	16.0	10.0
Cell_38017	190.0	17.0	10.0
Cell_38018	190.0	18.0	10.0
Cell_38019	190.0	19.0	10.0
Cell_38020	190.0	20.0	10.0
Cell_38021	190.0	21.0	10.0
Cell_38022	190.0	22.0	10.0
Cell_38023	190.0	23.0	10.0
Cell_38024	190.0	24.0	10.0
Cell_38025	190.0	25.0	10.0
Cell_38026	190.0	26.0	10.0
Cell_38027	190.0	27.0	10.0
Cell_38028	190.0	28.0	10.0
Cell_38029	190.0	29.0	10.0
Cell_38030	190.0	30.0	10.0
Cell_38031	190.0	31.0	10.0
Cell_38032	190.0	32.0	10.0
Cell_38033	190.0	33.0	10.0
Cell_38034	190.0	34.0	10.0
Cell_38035	190.0	35.0	10.0
Cell_38036	190.0	36.0	10.0
Cell_38037	190.0	37.0	10.0
Cell_38038	190.0	38.0	10.0
Cell_38039	190.0	39.0	10.0
Cell_38040	190.0	40.0	10.0
Cell_38041	190.0	41.0	10.0
Cell_38042	190.0	42.0	10.0
Cell_38043	190.0	43.0	10.0
Cell_38044	190.0	44.0	10.0
Cell_38045	190.0	45.0	10.0
Cell_38046	190.0	46.0	10.0
Cell_38047	190.0	47.0	10.0
Cell_38048	190.0	48.0	10.0
Cell_38049	190.0	49.0	10.0
Cell_38050	190.0	50.0	10.0
Cell_38051	190.0	51.0	10.0
Cell_38052	190.0	52.0	10.0
Cell_38053	190.0	53.0	10.0
Cell_38054	190.0	54.0	10.0
Cell_38055	190.0	55.0	10.0
Cell_38056	190.0	56.0	10.0
Cell_38057	190.0	57.0	10.0
Cell_38058	190.0	58.0	10.0
Cell_38059	190.0	59.0	10.0
Cell_38060	190.0	60.0	10.0
Cell_38061	190.0	61.0	10.0
Cell_38062	190.0	62.0	10.0
Cell_38063	190.0	63.0	10.0
Cell_38064	190.0	64.0	10.0
Cell_38065	190.0	65.0	10.0
Cell_38066	190.0	66.0	10.0
Cell_38067	190.0	67.0	10.0
Cell_38068	190.0	68.0	10.0
Cell_38069	190.0	69.0	10.0
Cell_38070	190.0	70.0	10.0
Cell_38071	190.0	71.0	10.0
Cell_38072	190.0	72.0	10.0
Cell_38073	190.0	73.0	10.0
Cell_38074	190.0	74.0	10.0
Cell_38075	190.0	75.0	10.0
Cell_38076	190.0	76.0	10.0
Cell_38077	190.0	77.0	10.0
Cell_38078	190.0	78.0	10.0
Cell_38079	190.0	79.0	10.0
Cell_38080	190.0	80.0	10.0
Cell_38081	190.0	81.0	10.0
Cell_38082	190.0	82.0	10.0
Cell_38083	190.0	83.0	10.0
Cell_38084	190.0	84.0	10.0
Cell_38085	190.0	85.0	10.0
Cell_38086	190.0	86.0	10.0
Cell_38087	190.0	87.0	10.0
Cell_38088	190.0	88.0	10.0
Cell_38089	190.0	89.0	10.0
Cell_38090	190.0	90.0	10.0
Cell_38091	190.0	91.0	10.0
Cell_38092	190.0	92.0	10.0
Cell_38093	190.0	93.0	10.0
Cell_38094	190.0	94.0	10.0
Cell_38095	190.0	95.0	10.0
Cell_38096	190.0	96.0	10.0
Cell_38097	190.0	97.0	10.0
Cell_38098	190.0	98.0	10.0
Cell_38099	190.0	99.0	10.0
Cell_38100	190.0	100.0	10.0
Cell_38101	190.0	101.0	10.0
Cell_38102	190.0	102.0	10.0
Cell_38103	190.0	103.0	10.0
Cell_38104	190.0	104.0	10.0
Cell_38105	190.0	105.0	10.0
Cell_38106	190.0	106.0	10.0
Cell_38107	190.0	107.0	10.0
Cell_38108	190.0	108.0	10.0
Cell_38109	190.0	109.0	10.0
Cell_38110	190.0	110.0	10.0
Cell_38111	190.0	111.0	10.0
Cell_38112	190.0	112.0	10.0
Cell_38113	190.0	113.0	10.0
Cell_38114	190.0	114.0	10.0
Cell_38115	190.0	115.0	10.0
Cell_38116	190.0	116.0	10.0
Cell_38117	190.0	117.0	10.0
Cell_38118	190.0	118.0	10.0
Cell_38119	190.0	119.0	10.0
Cell_38120	190.0	120.0	10.0
Cell_38121	190.0	121.0	10.0
Cell_38122	190.0	122.0	10.0
Cell_38123	190.0	123.0	10.0
Cell_38124	190.0	124.0	10.0
Cell_38125	190.0	125.0	10.0
Cell_38126	190.0	126.0	10.0
Cell_38127	190.0	127.0	10.0
Cell_38128	190.0	128.0	10.0
Cell_38129	190.0	129.0	10.0
Cell_38130	190.0	130.0	10.0
Cell_38131	190.0	131.0	10.0
Cell_38132	190.0	132.0	10.0
Cell_38133	190.0	133.0	10.0
Cell_38134	190.0	134.0	10.0
Cell_38135	190.0	135.0	10.0
Cell_38136	190.0	136.0	10.0
Cell_38137	190.0	137.0	10.0
Cell_38138	190.0	138.0	10.0
Cell_38139	190.0	139.0	10.0
Cell_38140	190.0	140.0	10.0
Cell_38141	190.0	141.0	10.0
Cell_38142	190.0	142.0	10.0
Cell_38143	190.0	143.0	10.0
Cell_38144	190.0	144.0	10.0
Cell_38145	190.0	145.0	10.0
Cell_38146	190.0	146.0	10.0
Cell_38147	190.0	147.0	10.0
Cell_38148	190.0	148.0	10.0
Cell_38149	190.0	149.0	10.0
Cell_38150	190.0	150.0	10.0
Cell_38151	190.0	151.0	10.0
Cell_38152	190.0	152.0	10.0
Cell_38153	190.0	153.0	10.0
Cell_38154	190.0	154.0	10.0
Cell_38155	190.0	155.0	10.0
Cell_38156	190.0	156.0	10.0
Cell_38157	190.0	157.0	10.0
Cell_38158	190.0	158.0	10.0
Cell_38159	190.0	159.0	10.0
Cell_38160	190.0	160.0	10.0
Cell_38161	190.0	161.0	10.0
Cell_38162	190.0	162.0	10.0
Cell_38163	190.0	163.0	10.0
Cell_38164	190.0	164.0	10.0
Cell_38165	190.0	165.0	10.0
Cell_38166	190.0	166.0	10.0
Cell_38167	190.0	167.0	10.0
Cell_38168	190.0	168.0	10.0
Cell_38169	190.0	169.0	10.0
Cell_38170	190.0	170.0	10.0
Cell_38171	190.0	171.0	10.0
Cell_38172	190.0	172.0	10.0
Cell_38173	190.0	173.0	10.0
Cell_38174	190.0	174.0	10.0
Cell_38175	190.0	175.0	10.0
Cell_38176	190.0	176.0	10.0
Cell_38177	190.0	177.0	10.0
Cell_38178	190.0	178.0	10.0
Cell_38179	190.0	179.0	10.0
Cell_38180	190.0	180.0	10.0
Cell_38181	190.0	181.0	10.0
Cell_38182	190.0	182.0	10.0
Cell_38183	190.0	183.0	10.0
Cell_38184	190.0	184.0	10.0
Cell_38185	190.0	185.0	10.0
Cell_38186	190.0	186.0	10.0
Cell_38187	190.0	187.0	10.0
Cell_38188	190.0	188.0	10.0
Cell_38189	190.0	189.0	10.0
Cell_38190	190.0	190.0	10.0
Cell_38191	190.0	191.0	10.0
Cell_38192	190.0	192.0	10.0
Cell_38193	190.0	193.0	10.0
Cell_38194	190.0	194.0	10.0
Cell_38195	190.0	195.0	10.0
Cell_38196	190.0	196.0	10.0
Cell_38197	190.0	197.0	10.0
Cell_38198	190.0	198.0	10.0
Cell_38199	190.0	199.0	10.0
Cell_38200	191.0	0.0	10.0
Cell_38201	191.0	1.0	10.0
Cell_38202	191.0	2.0	10.0
Cell_38203	191.0	3.0	10.0
Cell_38204	191.0	4.0	10.0
Cell_38205	191.0	5.0	10.0
Cell_38206	191.0	6.0	10.0
Cell_38207	191.0	7.0	10.0
Cell_38208	191.0	8.0	10.0
Cell_38209	191.0	9.0	10.0
Cell_38210	191.0	10.0	10.0
Cell_38211	191.0	11.0	10.0
Cell_38212	191.0	12.0	10.0
Cell_38213	191.0	13.0	10.0
Cell_38214	191.0	14.0	10.0
Cell_38215	191.0	15.0	10.0
Cell_38216	191.0	16.0	10.0
Cell_38217	191.0	17.0	10.0
Cell_38218	191.0	18.0	10.0
Cell_38219	191.0	19.0	10.0
Cell_38220	191.0	20.0	10.0
Cell_38221	191.0	21.0	10.0
Cell_38222	191.0	22.0	10.0
Cell_38223	191.0	23.0	10.0
Cell_38224	191.0	24.0	10.0
Cell_38225	191.0	25.0	10.0
Cell_38226	191.0	26.0	10.0
Cell_38227	191.0	27.0	10.0
Cell_38228	191.0	28.0	10.0
Cell_38229	191.0	29.0	10.0
Cell_38230	191.0	30.0	10.0
Cell_38231	191.0	31.0	10.0
Cell_38232	191.0	32.0	10.0
Cell_38233	191.0	33.0	10.0
Cell_38234	191.0	34.0	10.0
Cell_38235	191.0	35.0	10.0
Cell_38236	191.0	36.0	10.0
Cell_38237	191.0	37.0	10.0
Cell_38238	191.0	38.0	10.0
